"","area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100"
"14580","Rural","37101","Johnston","NC",59541,"B",1,1,1,1,1,0.368216859
"14581","Rural","37103","Jones","NC",5348,"R",1,1,1,1,1,0.715781601
"14582","Rural","37103","Jones","NC",5348,"B",1,1,1,1,1,0.735228123
"14583","Rural","37105","Lee","NC",12214,"R",1,1,1,1,1,0.301047978
"14584","Rural","37105","Lee","NC",12214,"B",1,1,1,1,1,0.309726543
"14585","Rural","37107","Lenoir","NC",18033,"R",1,1,1,1,1,0.742804858
"14586","Rural","37107","Lenoir","NC",18033,"B",1,1,1,1,1,0.746742084
"14587","Rural","37109","Lincoln","NC",33361,"R",1,1,1,1,1,0.328527322
"14588","Rural","37109","Lincoln","NC",33361,"B",1,1,1,1,1,0.345792992
"14589","Rural","37111","McDowell","NC",17643,"R",1,1,1,1,1,0.337640991
"14590","Rural","37111","McDowell","NC",17643,"B",1,1,1,1,1,0.34540611
"14591","Rural","37113","Macon","NC",24420,"R",1,1,1,0.9997543,0.9997543,0.408067158
"14592","Rural","37113","Macon","NC",24420,"B",1,1,1,0.999426699,0.999426699,0.038042588
"14593","Rural","37115","Madison","NC",13498,"R",1,1,1,1,1,0.971255001
"14594","Rural","37115","Madison","NC",13498,"B",1,1,1,1,1,0.971921766
"14595","Rural","37117","Martin","NC",9504,"R",1,1,1,1,1,0.46780303
"14596","Rural","37117","Martin","NC",9504,"B",1,1,1,1,1,0.463068182
"14597","Rural","37119","Mecklenburg","NC",5773,"R",1,1,1,0.99982678,0.99982678,0.644032565
"14598","Rural","37119","Mecklenburg","NC",5773,"B",1,1,1,0.99982678,0.99982678,0.646977308
"14599","Rural","37121","Mitchell","NC",10232,"R",1,1,1,1,1,0.810594214
"14600","Rural","37121","Mitchell","NC",10232,"B",1,1,1,1,1,0.810985145
"14601","Rural","37123","Montgomery","NC",16926,"R",1,1,1,1,1,0.783173815
"14602","Rural","37123","Montgomery","NC",16926,"B",1,1,1,1,1,0.797707669
"14603","Rural","37125","Moore","NC",28779,"R",1,1,1,1,1,0.601723479
"14604","Rural","37125","Moore","NC",28779,"B",1,1,1,1,1,0.520726919
"14605","Rural","37127","Nash","NC",24551,"R",1,1,1,0.999837074,0.999755611,0.375585516
"14606","Rural","37127","Nash","NC",24551,"B",1,1,1,0.999755611,0.999755611,0.380147448
"14607","Rural","37129","New Hanover","NC",4117,"R",1,1,1,1,1,0.423366529
"14608","Rural","37129","New Hanover","NC",4117,"B",1,1,1,1,1,0.341753704
"14609","Rural","37131","Northampton","NC",11096,"R",1,1,1,0.999549387,0.999459265,0.537490988
"14610","Rural","37131","Northampton","NC",11096,"B",1,1,1,0.999549387,0.999459265,0.289473684
"14611","Rural","37133","Onslow","NC",36723,"R",1,1,1,1,1,0.198812733
"14612","Rural","37133","Onslow","NC",36723,"B",1,1,1,1,1,0.208860932
"14613","Rural","37135","Orange","NC",21307,"R",1,1,1,0.999953067,0.999953067,0.652884029
"14614","Rural","37135","Orange","NC",21307,"B",1,1,1,0.999718402,0.999718402,0.279344816
"14615","Rural","37137","Pamlico","NC",8716,"R",1,1,1,1,1,0.297613584
"14616","Rural","37137","Pamlico","NC",8716,"B",1,1,1,1,1,0.343620927
"14617","Rural","37139","Pasquotank","NC",8606,"R",1,1,1,1,1,0.307692308
"14618","Rural","37139","Pasquotank","NC",8606,"B",1,1,1,1,1,0.321403672
"14619","Rural","37141","Pender","NC",20150,"R",1,1,1,1,1,0.531166253
"14620","Rural","37141","Pender","NC",20150,"B",1,1,1,1,1,0.541191067
"14621","Rural","37143","Perquimans","NC",7835,"R",1,1,1,1,1,0.701595405
"14622","Rural","37143","Perquimans","NC",7835,"B",1,1,1,1,1,0.702105935
"14623","Rural","37145","Person","NC",16406,"R",1,1,1,1,1,0.278922345
"14624","Rural","37145","Person","NC",16406,"B",1,1,1,1,1,0.30275509
"14625","Rural","37147","Pitt","NC",24281,"R",1,1,1,1,1,0.440838516
"14626","Rural","37147","Pitt","NC",24281,"B",1,1,1,1,1,0.447139739
"14627","Rural","37149","Polk","NC",12285,"R",1,1,1,1,1,0.591534392
"14628","Rural","37149","Polk","NC",12285,"B",1,1,1,1,1,0.600814001
"14629","Rural","37151","Randolph","NC",43401,"R",1,1,1,1,1,0.760788922
"14630","Rural","37151","Randolph","NC",43401,"B",1,1,1,1,1,0.445289279
"14631","Rural","37153","Richmond","NC",10334,"R",1,1,1,1,1,0.320882524
"14632","Rural","37153","Richmond","NC",10334,"B",1,1,1,1,1,0.34371976
"14633","Rural","37155","Robeson","NC",45954,"R",1,1,1,1,1,0.710601906
"14634","Rural","37155","Robeson","NC",45954,"B",1,1,1,1,1,0.729577403
"14635","Rural","37157","Rockingham","NC",30079,"R",1,1,1,1,1,0.349114
"14636","Rural","37157","Rockingham","NC",30079,"B",1,1,1,1,1,0.360351076
"14637","Rural","37159","Rowan","NC",30463,"R",1,1,1,1,1,0.366608673
"14638","Rural","37159","Rowan","NC",30463,"B",1,1,1,1,1,0.369070676
"14639","Rural","37161","Rutherford","NC",26044,"R",1,1,1,0.99988481,0.99988481,0.430617417
"14640","Rural","37161","Rutherford","NC",26044,"B",1,1,1,0.999923207,0.999923207,0.439870988
"14641","Rural","37163","Sampson","NC",27182,"R",1,1,1,1,1,0.846074608
"14642","Rural","37163","Sampson","NC",27182,"B",1,1,1,1,1,0.85413141
"14643","Rural","37165","Scotland","NC",8448,"R",1,1,1,1,1,0.357125947
"14644","Rural","37165","Scotland","NC",8448,"B",1,1,1,1,1,0.385653409
"14645","Rural","37167","Stanly","NC",23254,"R",1,1,1,1,1,0.320417993
"14646","Rural","37167","Stanly","NC",23254,"B",1,1,1,1,1,0.333964049
"14647","Rural","37169","Stokes","NC",19252,"R",1,1,1,0.999948057,0.999948057,0.352638687
"14648","Rural","37169","Stokes","NC",19252,"B",1,1,1,0.999948057,0.999948057,0.364793268
"14649","Rural","37171","Surry","NC",29312,"R",1,1,1,1,1,0.793702238
"14650","Rural","37171","Surry","NC",29312,"B",1,1,1,1,1,0.798853712
"14651","Rural","37173","Swain","NC",10531,"R",0.999810085,0.999810085,0.999810085,0.997531099,0.997531099,0.316968949
"14652","Rural","37173","Swain","NC",10531,"B",0.999810085,0.999810085,0.999810085,0.997531099,0.997531099,0.261323711
"14653","Rural","37175","Transylvania","NC",13906,"R",1,1,1,0.999856177,0.999856177,0.828419387
"14654","Rural","37175","Transylvania","NC",13906,"B",1,1,1,0.999856177,0.999856177,0.827916007
"14655","Rural","37177","Tyrrell","NC",2306,"R",1,1,1,1,1,0.624457936
"14656","Rural","37177","Tyrrell","NC",2306,"B",1,1,1,1,1,0.624457936
"14657","Rural","37179","Union","NC",31951,"R",1,1,1,1,1,0.329817533
"14658","Rural","37179","Union","NC",31951,"B",1,1,1,1,1,0.27285531
"14659","Rural","37181","Vance","NC",12201,"R",1,1,1,1,1,0.304319318
"14660","Rural","37181","Vance","NC",12201,"B",1,1,1,1,1,0.320219654
"14661","Rural","37183","Wake","NC",40001,"R",1,1,1,1,1,0.618709532
"14662","Rural","37183","Wake","NC",40001,"B",1,1,1,1,1,0.617534562
"14663","Rural","37185","Warren","NC",14369,"R",1,1,1,1,1,0.571020948
"14664","Rural","37185","Warren","NC",14369,"B",1,1,1,1,1,0.591899228
"14665","Rural","37187","Washington","NC",6995,"R",1,1,1,1,1,0.538241601
"14666","Rural","37187","Washington","NC",6995,"B",1,1,1,1,1,0.538670479
"14667","Rural","37189","Watauga","NC",23168,"R",1,1,1,1,1,0.740763122
"14668","Rural","37189","Watauga","NC",23168,"B",1,1,1,1,1,0.745899517
"14669","Rural","37191","Wayne","NC",32149,"R",1,1,1,1,1,0.334629382
"14670","Rural","37191","Wayne","NC",32149,"B",1,1,1,1,1,0.342032412
"14671","Rural","37193","Wilkes","NC",26518,"R",1,1,1,1,1,0.725658044
"14672","Rural","37193","Wilkes","NC",26518,"B",1,1,1,1,1,0.738781205
"14673","Rural","37195","Wilson","NC",15323,"R",1,1,1,1,1,0.660445083
"14674","Rural","37195","Wilson","NC",15323,"B",1,1,1,1,1,0.665143901
"14675","Rural","37197","Yadkin","NC",20112,"R",1,1,1,1,1,0.957388624
"14676","Rural","37197","Yadkin","NC",20112,"B",1,1,1,1,1,0.95853222
"14677","Rural","37199","Yancey","NC",12840,"R",1,1,1,1,1,0.825155763
"14678","Rural","37199","Yancey","NC",12840,"B",1,1,1,1,1,0.825233645
"14679","Rural","38001","Adams","ND",1751,"R",1,1,1,1,1,0.924614506
"14680","Rural","38001","Adams","ND",1751,"B",1,1,1,1,1,0.924614506
"14681","Rural","38003","Barnes","ND",2862,"R",1,1,1,1,1,0.999301188
"14682","Rural","38003","Barnes","ND",2862,"B",1,1,1,1,1,0.999301188
"14683","Rural","38005","Benson","ND",3704,"R",1,1,1,1,1,0.998920086
"14684","Rural","38005","Benson","ND",3704,"B",1,1,1,1,1,0.998920086
"14685","Rural","38007","Billings","ND",772,"R",1,1,1,1,1,1
"14686","Rural","38007","Billings","ND",772,"B",1,1,1,1,1,1
"14687","Rural","38009","Bottineau","ND",5230,"R",1,1,1,1,1,1
"14688","Rural","38009","Bottineau","ND",5230,"B",1,1,1,1,1,1
"14689","Rural","38011","Bowman","ND",2059,"R",1,1,1,1,1,1
"14690","Rural","38011","Bowman","ND",2059,"B",1,1,1,1,1,1
"14691","Rural","38013","Burke","ND",1761,"R",1,1,1,1,1,1
"14692","Rural","38013","Burke","ND",1761,"B",1,1,1,1,1,1
"14693","Rural","38015","Burleigh","ND",10186,"R",1,1,1,1,1,0.993913214
"14694","Rural","38015","Burleigh","ND",10186,"B",1,1,1,1,1,0.994011388
"14695","Rural","38017","Cass","ND",10591,"R",1,1,1,1,1,0.927202342
"14696","Rural","38017","Cass","ND",10591,"B",1,1,1,1,1,0.927296761
"14697","Rural","38019","Cavalier","ND",3088,"R",1,1,1,1,1,1
"14698","Rural","38019","Cavalier","ND",3088,"B",1,1,1,1,1,1
"14699","Rural","38021","Dickey","ND",3426,"R",1,1,1,1,1,0.999708114
"14700","Rural","38021","Dickey","ND",3426,"B",1,1,1,1,1,0.999708114
"14701","Rural","38023","Divide","ND",2073,"R",1,1,1,1,1,1
"14702","Rural","38023","Divide","ND",2073,"B",1,1,1,1,1,1
"14703","Rural","38025","Dunn","ND",3305,"R",1,1,1,1,1,0.965204236
"14704","Rural","38025","Dunn","ND",3305,"B",1,1,1,1,1,0.965204236
"14705","Rural","38027","Eddy","ND",1700,"R",1,1,1,1,1,1
"14706","Rural","38027","Eddy","ND",1700,"B",1,1,1,1,1,1
"14707","Rural","38029","Emmons","ND",2669,"R",1,1,1,1,1,1
"14708","Rural","38029","Emmons","ND",2669,"B",1,1,1,1,1,1
"14709","Rural","38031","Foster","ND",2071,"R",1,1,1,1,1,1
"14710","Rural","38031","Foster","ND",2071,"B",1,1,1,1,1,1
"14711","Rural","38033","Golden Valley","ND",1245,"R",1,1,1,1,1,1
"14712","Rural","38033","Golden Valley","ND",1245,"B",1,1,1,1,1,1
"14713","Rural","38035","Grand Forks","ND",7446,"R",1,1,1,1,1,0.758662369
"14714","Rural","38035","Grand Forks","ND",7446,"B",1,1,1,1,1,0.760273973
"14715","Rural","38037","Grant","ND",2213,"R",1,1,1,1,1,0.994577497
"14716","Rural","38037","Grant","ND",2213,"B",1,1,1,1,1,0.994577497
"14717","Rural","38039","Griggs","ND",1705,"R",1,1,1,1,1,1
"14718","Rural","38039","Griggs","ND",1705,"B",1,1,1,1,1,1
"14719","Rural","38041","Hettinger","ND",1975,"R",1,1,1,1,1,1
"14720","Rural","38041","Hettinger","ND",1975,"B",1,1,1,1,1,1
"14721","Rural","38043","Kidder","ND",2018,"R",1,1,1,1,1,1
"14722","Rural","38043","Kidder","ND",2018,"B",1,1,1,1,1,1
"14723","Rural","38045","LaMoure","ND",3243,"R",1,1,1,1,1,1
"14724","Rural","38045","LaMoure","ND",3243,"B",1,1,1,1,1,1
