"area_data_type","GEOID","county","state","total_units","biz_res","speed_02_02","speed_10_1","speed_25_3","speed_100_20","speed_250_25","speed_1000_100","year"
"Total","36059","Nassau","NY",528917,"B",1,1,1,1,0.994709945,0.946093621,"_2024"
"Total","36061","New York","NY",1014691,"R",1,1,1,1,0.982124607,0.56526174,"_2024"
"Total","36061","New York","NY",1014691,"B",1,1,1,1,0.999975362,0.999975362,"_2024"
"Total","36063","Niagara","NY",109251,"R",1,1,1,1,0.944705312,0.47168447,"_2024"
"Total","36063","Niagara","NY",109251,"B",1,1,1,1,0.285315466,0.180748918,"_2024"
"Total","36065","Oneida","NY",115807,"R",1,1,1,0.999974095,0.909547782,0.143281494,"_2024"
"Total","36065","Oneida","NY",115807,"B",1,1,1,0.999974095,0.261193192,0.16926438,"_2024"
"Total","36067","Onondaga","NY",230589,"R",1,1,1,1,0.974981461,0.110902949,"_2024"
"Total","36067","Onondaga","NY",230589,"B",1,1,1,1,0.748739099,0.105039703,"_2024"
"Total","36069","Ontario","NY",58998,"R",1,1,1,1,0.925624597,0.925489,"_2024"
"Total","36069","Ontario","NY",58998,"B",1,1,1,0.99998305,0.382063799,0.38197905,"_2024"
"Total","36071","Orange","NY",168211,"R",1,1,1,1,0.949129367,0.619079608,"_2024"
"Total","36071","Orange","NY",168211,"B",1,1,1,1,0.517136216,0.435411477,"_2024"
"Total","36073","Orleans","NY",20026,"R",1,1,1,1,0.903076001,0.903076001,"_2024"
"Total","36073","Orleans","NY",20026,"B",1,1,1,1,0.095575752,0.095525816,"_2024"
"Total","36075","Oswego","NY",59344,"R",1,1,1,1,0.935208277,0.407218927,"_2024"
"Total","36075","Oswego","NY",59344,"B",1,1,1,1,0.312011324,0.256993125,"_2024"
"Total","36077","Otsego","NY",33917,"R",1,1,1,1,0.827873928,0.25417932,"_2024"
"Total","36077","Otsego","NY",33917,"B",1,1,1,1,0.324114751,0.214906979,"_2024"
"Total","36079","Putnam","NY",42536,"R",1,1,1,1,0.98032255,0.619146135,"_2024"
"Total","36079","Putnam","NY",42536,"B",1,1,1,1,0.89046925,0.544691555,"_2024"
"Total","36081","Queens","NY",977497,"R",1,1,1,1,0.989462883,0.610147141,"_2024"
"Total","36081","Queens","NY",977497,"B",1,1,1,1,0.991072095,0.953082209,"_2024"
"Total","36083","Rensselaer","NY",80913,"R",1,1,1,0.999987641,0.938897334,0.478229704,"_2024"
"Total","36083","Rensselaer","NY",80913,"B",1,1,1,0.999962923,0.167846947,0.093310099,"_2024"
"Total","36085","Richmond","NY",200441,"R",1,1,1,1,0.992092436,0.718356025,"_2024"
"Total","36085","Richmond","NY",200441,"B",1,1,1,1,0.964233864,0.720710833,"_2024"
"Total","36087","Rockland","NY",120691,"R",1,1,1,1,0.981498206,0.755259299,"_2024"
"Total","36087","Rockland","NY",120691,"B",1,1,1,1,0.967619789,0.638539742,"_2024"
"Total","36089","St. Lawrence","NY",57258,"R",1,1,1,0.999982535,0.880715359,0.509483391,"_2024"
"Total","36089","St. Lawrence","NY",57258,"B",1,1,1,0.999982535,0.266111286,0.160257082,"_2024"
"Total","36091","Saratoga","NY",122077,"R",1,1,1,0.999975425,0.941815412,0.076378024,"_2024"
"Total","36091","Saratoga","NY",122077,"B",1,1,1,0.999975425,0.201635034,0.018889717,"_2024"
"Total","36093","Schenectady","NY",76534,"R",1,1,1,1,0.970614367,0.067251156,"_2024"
"Total","36093","Schenectady","NY",76534,"B",1,1,1,1,0.715407531,0.065016855,"_2024"
"Total","36095","Schoharie","NY",18394,"R",1,1,1,0.999945634,0.940524084,0.14086115,"_2024"
"Total","36095","Schoharie","NY",18394,"B",1,1,1,0.999945634,0.575187561,0.110307709,"_2024"
"Total","36097","Schuyler","NY",10781,"R",1,1,1,0.999814488,0.878026157,0.705314906,"_2024"
"Total","36097","Schuyler","NY",10781,"B",1,1,1,0.999814488,0.411650125,0.217697802,"_2024"
"Total","36099","Seneca","NY",18088,"R",1,1,1,1,0.928516143,0.925807165,"_2024"
"Total","36099","Seneca","NY",18088,"B",1,1,1,1,0.608911986,0.608580274,"_2024"
"Total","36101","Steuben","NY",52518,"R",1,1,1,0.999847671,0.871244145,0.664686393,"_2024"
"Total","36101","Steuben","NY",52518,"B",1,1,1,0.999847671,0.254293766,0.201511863,"_2024"
"Total","36103","Suffolk","NY",650634,"R",1,1,1,1,0.96161129,0.757150718,"_2024"
"Total","36103","Suffolk","NY",650634,"B",1,1,1,1,0.794363651,0.700118653,"_2024"
"Total","36105","Sullivan","NY",56144,"R",1,1,1,1,0.903747506,0.019752779,"_2024"
"Total","36105","Sullivan","NY",56144,"B",1,1,1,1,0.114758478,0.002208606,"_2024"
"Total","36107","Tioga","NY",24517,"R",1,1,1,1,0.942040217,0.389076967,"_2024"
"Total","36107","Tioga","NY",24517,"B",1,1,1,1,0.622425256,0.228494514,"_2024"
"Total","36109","Tompkins","NY",52145,"R",1,1,1,0.999980823,0.917633522,0.503864225,"_2024"
"Total","36109","Tompkins","NY",52145,"B",1,1,1,0.999904114,0.375529773,0.280314508,"_2024"
"Total","36111","Ulster","NY",94939,"R",1,1,1,0.999884136,0.943532163,0.263927364,"_2024"
"Total","36111","Ulster","NY",94939,"B",1,1,1,0.999947335,0.350646204,0.260124922,"_2024"
"Total","36113","Warren","NY",44662,"R",1,1,1,0.999955219,0.905288612,0.091554341,"_2024"
"Total","36113","Warren","NY",44662,"B",1,1,1,0.999955219,0.144126998,0.012516233,"_2024"
"Total","36115","Washington","NY",32141,"R",1,1,1,1,0.879157462,0.193864534,"_2024"
"Total","36115","Washington","NY",32141,"B",1,1,1,1,0.150804269,0.02171681,"_2024"
"Total","36117","Wayne","NY",46435,"R",1,1,1,1,0.927446969,0.92434586,"_2024"
"Total","36117","Wayne","NY",46435,"B",1,1,1,1,0.246064391,0.242661785,"_2024"
"Total","36119","Westchester","NY",432454,"R",1,1,1,1,0.977623054,0.736540765,"_2024"
"Total","36119","Westchester","NY",432454,"B",1,1,1,1,0.975921138,0.892705351,"_2024"
"Total","36121","Wyoming","NY",20663,"R",1,1,1,0.999951604,0.810240527,0.330348933,"_2024"
"Total","36121","Wyoming","NY",20663,"B",1,1,1,0.999951604,0.146251754,0.071867589,"_2024"
"Total","36123","Yates","NY",14664,"R",1,1,1,1,0.854814512,0.816966721,"_2024"
"Total","36123","Yates","NY",14664,"B",1,1,1,1,0.135433715,0.105291871,"_2024"
"Total","37001","Alamance","NC",86532,"R",1,1,1,0.999965331,0.91371978,0.453947673,"_2024"
"Total","37001","Alamance","NC",86532,"B",1,1,1,0.999965331,0.425403319,0.3074354,"_2024"
"Total","37003","Alexander","NC",21213,"R",1,1,1,1,0.690237119,0.035119974,"_2024"
"Total","37003","Alexander","NC",21213,"B",1,1,1,1,0.106679866,0.031678688,"_2024"
"Total","37005","Alleghany","NC",8738,"R",1,1,1,1,0.967841611,0.877889677,"_2024"
"Total","37005","Alleghany","NC",8738,"B",1,1,1,1,0.888990616,0.877889677,"_2024"
"Total","37007","Anson","NC",12137,"R",1,1,1,1,0.589272473,0.346131664,"_2024"
"Total","37007","Anson","NC",12137,"B",1,1,1,1,0.279146412,0.249402653,"_2024"
"Total","37009","Ashe","NC",19803,"R",1,1,1,1,0.996616674,0.987224158,"_2024"
"Total","37009","Ashe","NC",19803,"B",1,1,1,1,0.994849265,0.987224158,"_2024"
"Total","37011","Avery","NC",15930,"R",1,1,1,1,0.817388575,0.307909605,"_2024"
"Total","37011","Avery","NC",15930,"B",1,1,1,0.97915882,0.367294413,0.300125549,"_2024"
"Total","37013","Beaufort","NC",32168,"R",1,1,1,1,0.825230042,0.50251803,"_2024"
"Total","37013","Beaufort","NC",32168,"B",1,1,1,1,0.624191743,0.440437702,"_2024"
"Total","37015","Bertie","NC",10638,"R",1,1,1,0.999435984,0.780785862,0.493983832,"_2024"
"Total","37015","Bertie","NC",10638,"B",1,1,1,0.999435984,0.52820079,0.133389735,"_2024"
"Total","37017","Bladen","NC",19433,"R",1,1,1,1,0.759121083,0.44949313,"_2024"
"Total","37017","Bladen","NC",19433,"B",1,1,1,1,0.47789842,0.422322853,"_2024"
"Total","37019","Brunswick","NC",111136,"R",1,1,1,1,0.989697308,0.582313562,"_2024"
"Total","37019","Brunswick","NC",111136,"B",1,1,1,1,0.900932191,0.575115174,"_2024"
"Total","37021","Buncombe","NC",151999,"R",0.999993421,0.999993421,0.999993421,0.999828946,0.935499576,0.271909684,"_2024"
"Total","37021","Buncombe","NC",151999,"B",0.999993421,0.999993421,0.999993421,0.848045053,0.514437595,0.272580741,"_2024"
"Total","37023","Burke","NC",47281,"R",1,1,1,1,0.8394281,0.289714685,"_2024"
"Total","37023","Burke","NC",47281,"B",1,1,1,0.999915399,0.296080878,0.209069182,"_2024"
"Total","37025","Cabarrus","NC",105888,"R",1,1,1,1,0.943553566,0.572878891,"_2024"
"Total","37025","Cabarrus","NC",105888,"B",1,1,1,1,0.491944319,0.439190465,"_2024"
"Total","37027","Caldwell","NC",40894,"R",1,1,1,0.999951093,0.902455128,0.14657407,"_2024"
"Total","37027","Caldwell","NC",40894,"B",1,1,1,0.999951093,0.212476158,0.135129848,"_2024"
"Total","37029","Camden","NC",4754,"R",1,1,1,0.999789651,0.765250316,0.302902819,"_2024"
"Total","37029","Camden","NC",4754,"B",1,1,1,0.999789651,0.764619268,0.302902819,"_2024"
"Total","37031","Carteret","NC",62742,"R",1,1,1,1,0.94343502,0.145771572,"_2024"
"Total","37031","Carteret","NC",62742,"B",1,1,1,1,0.357655159,0.145755634,"_2024"
"Total","37033","Caswell","NC",13295,"R",1,1,1,1,0.806919895,0.5194434,"_2024"
"Total","37033","Caswell","NC",13295,"B",1,1,1,0.999924784,0.242722828,0.062504701,"_2024"
"Total","37035","Catawba","NC",83778,"R",1,1,1,1,0.90640741,0.163610972,"_2024"
"Total","37035","Catawba","NC",83778,"B",1,1,1,1,0.286972714,0.15967199,"_2024"
"Total","37037","Chatham","NC",42089,"R",1,0.999976241,0.999976241,0.999904963,0.746299508,0.506807004,"_2024"
"Total","37037","Chatham","NC",42089,"B",1,0.999976241,0.999976241,0.999904963,0.584214403,0.494594787,"_2024"
"Total","37039","Cherokee","NC",21506,"R",1,1,1,0.999535013,0.772668093,0.280572863,"_2024"
"Total","37039","Cherokee","NC",21506,"B",1,1,1,0.999535013,0.77276109,0.28517623,"_2024"
"Total","37041","Chowan","NC",8769,"R",1,1,1,1,0.857110275,0.629376212,"_2024"
"Total","37041","Chowan","NC",8769,"B",1,1,1,1,0.850952218,0.250427643,"_2024"
"Total","37043","Clay","NC",8895,"R",1,1,1,0.999887577,0.636200112,0.519617763,"_2024"
"Total","37043","Clay","NC",8895,"B",1,1,1,0.999887577,0.636200112,0.519617763,"_2024"
"Total","37045","Cleveland","NC",50234,"R",1,1,1,0.999940279,0.886570848,0.245590636,"_2024"
"Total","37045","Cleveland","NC",50234,"B",1,1,1,0.999920373,0.242146753,0.133973006,"_2024"
"Total","37047","Columbus","NC",32987,"R",1,1,1,1,0.935762573,0.672446721,"_2024"
"Total","37047","Columbus","NC",32987,"B",1,1,1,1,0.699548307,0.641889229,"_2024"
"Total","37049","Craven","NC",54830,"R",1,1,1,1,0.907623564,0.582345431,"_2024"
"Total","37049","Craven","NC",54830,"B",1,1,1,1,0.627503192,0.524968083,"_2024"
"Total","37051","Cumberland","NC",156599,"R",1,1,1,0.999993614,0.949201464,0.559671518,"_2024"
"Total","37051","Cumberland","NC",156599,"B",1,1,1,0.999993614,0.638350181,0.556625521,"_2024"
"Total","37053","Currituck","NC",25554,"R",1,1,1,1,0.875909838,0.149722157,"_2024"
"Total","37053","Currituck","NC",25554,"B",1,1,1,1,0.717930657,0.149056899,"_2024"
"Total","37055","Dare","NC",38497,"R",1,1,1,1,0.939397875,0.305374445,"_2024"
"Total","37055","Dare","NC",38497,"B",1,1,1,1,0.235966439,0.097773853,"_2024"
"Total","37057","Davidson","NC",86374,"R",1,1,1,1,0.951189015,0.402598004,"_2024"
"Total","37057","Davidson","NC",86374,"B",1,1,1,1,0.565355315,0.169900665,"_2024"
"Total","37059","Davie","NC",23150,"R",1,1,1,1,0.989416847,0.944708423,"_2024"
"Total","37059","Davie","NC",23150,"B",1,1,1,1,0.948293737,0.944103672,"_2024"
"Total","37061","Duplin","NC",32820,"R",1,1,1,0.999939062,0.704966484,0.328458257,"_2024"
"Total","37061","Duplin","NC",32820,"B",1,1,1,0.999847654,0.309475929,0.20865326,"_2024"
"Total","37063","Durham","NC",172163,"R",1,1,1,1,0.943785831,0.594965236,"_2024"
"Total","37063","Durham","NC",172163,"B",1,1,1,0.999970958,0.565562868,0.390409089,"_2024"
"Total","37065","Edgecombe","NC",30167,"R",1,1,1,1,0.725991978,0.387675274,"_2024"
"Total","37065","Edgecombe","NC",30167,"B",1,1,1,1,0.53508801,0.307554613,"_2024"
"Total","37067","Forsyth","NC",192499,"R",1,1,1,1,0.944093216,0.482449259,"_2024"
"Total","37067","Forsyth","NC",192499,"B",1,1,1,1,0.527519623,0.397046218,"_2024"
"Total","37069","Franklin","NC",36358,"R",1,1,1,1,0.725892513,0.135733539,"_2024"
"Total","37069","Franklin","NC",36358,"B",1,1,1,1,0.214753287,0.104763738,"_2024"
"Total","37071","Gaston","NC",113589,"R",1,1,1,1,0.925195221,0.414644024,"_2024"
"Total","37071","Gaston","NC",113589,"B",1,1,1,1,0.479808784,0.391956968,"_2024"
"Total","37073","Gates","NC",5707,"R",1,1,1,1,0.875240932,0.834589101,"_2024"
"Total","37073","Gates","NC",5707,"B",1,1,1,0.999299106,0.13001577,0.102680918,"_2024"
"Total","37075","Graham","NC",6307,"R",1,1,1,1,0.461550658,0.220707151,"_2024"
"Total","37075","Graham","NC",6307,"B",1,1,1,0.708102109,0.441889964,0.20437609,"_2024"
"Total","37077","Granville","NC",29583,"R",1,1,1,1,0.736233648,0.179731603,"_2024"
"Total","37077","Granville","NC",29583,"B",1,1,1,1,0.20687557,0.105094142,"_2024"
"Total","37079","Greene","NC",9322,"R",1,1,1,1,0.592254881,0.578309376,"_2024"
"Total","37079","Greene","NC",9322,"B",1,1,1,1,0.583136666,0.569620253,"_2024"
"Total","37081","Guilford","NC",270018,"R",1,1,1,1,0.939570695,0.542449022,"_2024"
"Total","37081","Guilford","NC",270018,"B",1,1,1,0.999992593,0.507495797,0.383141124,"_2024"
"Total","37083","Halifax","NC",29044,"R",1,1,1,1,0.663372814,0.157932792,"_2024"
"Total","37083","Halifax","NC",29044,"B",1,1,1,1,0.208476794,0.105804986,"_2024"
"Total","37085","Harnett","NC",64489,"R",1,1,1,1,0.803284281,0.196653693,"_2024"
"Total","37085","Harnett","NC",64489,"B",1,1,1,0.999906961,0.290266557,0.158042457,"_2024"
"Total","37087","Haywood","NC",39055,"R",1,1,1,0.999769556,0.868160287,0.143182691,"_2024"
"Total","37087","Haywood","NC",39055,"B",1,1,1,0.839815645,0.481244399,0.127051594,"_2024"
"Total","37089","Henderson","NC",64833,"R",1,1,1,0.99959897,0.885197353,0.300063239,"_2024"
"Total","37089","Henderson","NC",64833,"B",0.999984576,0.999984576,0.999984576,0.773340737,0.374423519,0.217836596,"_2024"
"Total","37091","Hertford","NC",11387,"R",1,1,1,1,0.821463072,0.552911215,"_2024"
"Total","37091","Hertford","NC",11387,"B",1,1,1,0.999824361,0.361728287,0.257925705,"_2024"
"Total","37093","Hoke","NC",24723,"R",1,1,1,1,0.890506816,0.663390365,"_2024"
"Total","37093","Hoke","NC",24723,"B",1,1,1,1,0.626582534,0.601221535,"_2024"
"Total","37095","Hyde","NC",4357,"R",1,1,1,1,0.039476704,0.038788157,"_2024"
"Total","37095","Hyde","NC",4357,"B",1,1,1,1,0.040165251,0.039476704,"_2024"
"Total","37097","Iredell","NC",93566,"R",1,1,1,1,0.933939679,0.45347669,"_2024"
"Total","37097","Iredell","NC",93566,"B",1,1,1,1,0.470961674,0.419543424,"_2024"
"Total","37099","Jackson","NC",34750,"R",1,1,1,0.999971223,0.575107914,0.230877698,"_2024"
"Total","37099","Jackson","NC",34750,"B",1,1,1,0.730359712,0.252633094,0.050014388,"_2024"
"Total","37101","Johnston","NC",110025,"R",1,1,1,1,0.86428539,0.31481027,"_2024"
"Total","37101","Johnston","NC",110025,"B",1,1,1,1,0.405989548,0.293542377,"_2024"
"Total","37103","Jones","NC",5710,"R",1,1,1,1,0.856917688,0.593695271,"_2024"
"Total","37103","Jones","NC",5710,"B",1,1,1,1,0.109982487,0.07530648,"_2024"
"Total","37105","Lee","NC",31352,"R",1,1,1,1,0.872256953,0.307572085,"_2024"
"Total","37105","Lee","NC",31352,"B",1,1,1,1,0.322818321,0.27825976,"_2024"
"Total","37107","Lenoir","NC",32195,"R",1,1,1,1,0.810809132,0.455567635,"_2024"
"Total","37107","Lenoir","NC",32195,"B",1,1,1,1,0.588072682,0.416244759,"_2024"
"Total","37109","Lincoln","NC",44085,"R",1,1,1,1,0.887331292,0.223840308,"_2024"
"Total","37109","Lincoln","NC",44085,"B",1,1,1,0.99993195,0.281320177,0.210411705,"_2024"
"Total","37111","McDowell","NC",25300,"R",1,1,1,0.999920949,0.735533597,0.094347826,"_2024"
"Total","37111","McDowell","NC",25300,"B",1,1,1,0.988972332,0.277667984,0.012806324,"_2024"
"Total","37113","Macon","NC",31835,"R",1,1,1,0.999623056,0.546631066,0.197518455,"_2024"
"Total","37113","Macon","NC",31835,"B",1,1,1,0.796827391,0.288675986,0.114685095,"_2024"
"Total","37115","Madison","NC",14053,"R",1,1,1,1,0.983562229,0.956664057,"_2024"
"Total","37115","Madison","NC",14053,"B",1,1,1,1,0.958941151,0.956664057,"_2024"
"Total","37117","Martin","NC",17939,"R",1,1,1,0.999777022,0.529405207,0.222866381,"_2024"
"Total","37117","Martin","NC",17939,"B",1,1,1,0.999777022,0.435308546,0.191872457,"_2024"
"Total","37119","Mecklenburg","NC",558444,"R",1,1,1,0.999992837,0.956069006,0.627955534,"_2024"
"Total","37119","Mecklenburg","NC",558444,"B",1,1,1,0.999992837,0.679683191,0.569088396,"_2024"
"Total","37121","Mitchell","NC",10447,"R",1,1,1,1,0.819086819,0.764621422,"_2024"
"Total","37121","Mitchell","NC",10447,"B",1,1,1,0.902364315,0.772374844,0.764621422,"_2024"
"Total","37123","Montgomery","NC",17303,"R",1,1,1,1,0.620932786,0.350517251,"_2024"
"Total","37123","Montgomery","NC",17303,"B",1,1,1,1,0.355140727,0.280644975,"_2024"
"Total","37125","Moore","NC",60721,"R",1,1,1,1,0.855667726,0.298759902,"_2024"
"Total","37125","Moore","NC",60721,"B",1,1,1,1,0.240970999,0.139753957,"_2024"
"Total","37127","Nash","NC",53148,"R",1,1,1,0.999887108,0.747271769,0.370155039,"_2024"
"Total","37127","Nash","NC",53148,"B",1,1,1,0.999887108,0.473602017,0.322081734,"_2024"
"Total","37129","New Hanover","NC",134371,"R",1,1,1,1,0.946878419,0.359177203,"_2024"
"Total","37129","New Hanover","NC",134371,"B",1,1,1,1,0.468263241,0.355850593,"_2024"
"Total","37131","Northampton","NC",12698,"R",1,1,1,0.999606237,0.778941566,0.382028666,"_2024"
"Total","37131","Northampton","NC",12698,"B",1,1,1,0.999606237,0.370137029,0.070719798,"_2024"
"Total","37133","Onslow","NC",100168,"R",1,1,1,1,0.946030668,0.570202061,"_2024"
"Total","37133","Onslow","NC",100168,"B",1,1,1,1,0.448177063,0.325103826,"_2024"
"Total","37135","Orange","NC",70098,"R",1,1,1,0.999942937,0.918243031,0.565622414,"_2024"
"Total","37135","Orange","NC",70098,"B",1,1,1,0.99990014,0.492267968,0.350266769,"_2024"
"Total","37137","Pamlico","NC",9085,"R",1,1,1,1,0.811227298,0.111392405,"_2024"
"Total","37137","Pamlico","NC",9085,"B",1,1,1,0.999229499,0.174573473,0.007594937,"_2024"
"Total","37139","Pasquotank","NC",20618,"R",1,1,1,1,0.874721117,0.138568241,"_2024"
"Total","37139","Pasquotank","NC",20618,"B",1,1,1,1,0.152730624,0.027985256,"_2024"
"Total","37141","Pender","NC",38213,"R",1,1,1,1,0.895297412,0.299976448,"_2024"
"Total","37141","Pender","NC",38213,"B",1,1,1,1,0.357757831,0.296652972,"_2024"
"Total","37143","Perquimans","NC",8414,"R",1,1,1,1,0.796886142,0.312574281,"_2024"
"Total","37143","Perquimans","NC",8414,"B",1,1,1,1,0.76146898,0.277157119,"_2024"
"Total","37145","Person","NC",22065,"R",1,1,1,1,0.718513483,0.055880354,"_2024"
"Total","37145","Person","NC",22065,"B",1,1,1,1,0.098345797,0.010015862,"_2024"
"Total","37147","Pitt","NC",91630,"R",1,1,1,1,0.900720288,0.489108371,"_2024"
"Total","37147","Pitt","NC",91630,"B",1,1,1,1,0.571810542,0.485626978,"_2024"
"Total","37149","Polk","NC",14923,"R",1,1,1,0.999865979,0.509012933,0.199959794,"_2024"
"Total","37149","Polk","NC",14923,"B",1,1,1,0.729947062,0.377068954,0.16377404,"_2024"
"Total","37151","Randolph","NC",71205,"R",1,1,1,1,0.912941507,0.708096342,"_2024"
"Total","37151","Randolph","NC",71205,"B",1,1,1,1,0.412204199,0.348599115,"_2024"
"Total","37153","Richmond","NC",23684,"R",1,1,1,1,0.875907786,0.19798176,"_2024"
"Total","37153","Richmond","NC",23684,"B",1,1,1,1,0.25992231,0.157490289,"_2024"
"Total","37155","Robeson","NC",67825,"R",1,1,1,1,0.891927755,0.569111684,"_2024"
"Total","37155","Robeson","NC",67825,"B",1,1,1,1,0.548691485,0.471035754,"_2024"
"Total","37157","Rockingham","NC",49692,"R",1,1,1,1,0.89135072,0.254970619,"_2024"
"Total","37157","Rockingham","NC",49692,"B",1,1,1,0.999959752,0.319005071,0.210033808,"_2024"
"Total","37159","Rowan","NC",73530,"R",1,1,1,1,0.917992656,0.467945056,"_2024"
"Total","37159","Rowan","NC",73530,"B",1,1,1,1,0.395743234,0.347001224,"_2024"
"Total","37161","Rutherford","NC",40914,"R",1,1,1,0.999877792,0.744488439,0.213838784,"_2024"
"Total","37161","Rutherford","NC",40914,"B",1,1,1,0.966392922,0.677616464,0.104316371,"_2024"
"Total","37163","Sampson","NC",33548,"R",1,1,1,0.999821152,0.79250626,0.73724216,"_2024"
"Total","37163","Sampson","NC",33548,"B",1,1,1,0.999821152,0.722397758,0.711100513,"_2024"
"Total","37165","Scotland","NC",17063,"R",1,1,1,1,0.847037449,0.108304519,"_2024"
"Total","37165","Scotland","NC",17063,"B",1,1,1,1,0.114985641,0.009083983,"_2024"
"Total","37167","Stanly","NC",33111,"R",1,1,1,1,0.811542992,0.34707499,"_2024"
"Total","37167","Stanly","NC",33111,"B",1,1,1,1,0.400591948,0.346742774,"_2024"
"Total","37169","Stokes","NC",25003,"R",1,1,1,0.999960005,0.837619486,0.278806543,"_2024"
"Total","37169","Stokes","NC",25003,"B",1,1,1,0.999960005,0.324281086,0.278886534,"_2024"
"Total","37171","Surry","NC",43005,"R",1,1,1,1,0.960306941,0.618904779,"_2024"
"Total","37171","Surry","NC",43005,"B",1,1,1,1,0.656388792,0.618858272,"_2024"
"Total","37173","Swain","NC",10640,"R",0.999718045,0.999718045,0.999718045,0.997462406,0.470394737,0.094830827,"_2024"
"Total","37173","Swain","NC",10640,"B",0.999718045,0.999718045,0.999718045,0.748496241,0.382424812,0.039191729,"_2024"
"Total","37175","Transylvania","NC",22656,"R",1,1,1,0.999911723,0.873234463,0.872969633,"_2024"
"Total","37175","Transylvania","NC",22656,"B",1,1,1,0.999911723,0.87248411,0.872351695,"_2024"
"Total","37177","Tyrrell","NC",2411,"R",1,1,1,1,0.552467856,0.159684778,"_2024"
"Total","37177","Tyrrell","NC",2411,"B",1,1,1,1,0.552467856,0.161343841,"_2024"
"Total","37179","Union","NC",102365,"R",1,1,1,1,0.91333952,0.43139745,"_2024"
"Total","37179","Union","NC",102365,"B",1,1,1,1,0.219586773,0.154320324,"_2024"
"Total","37181","Vance","NC",23092,"R",1,1,1,1,0.832019747,0.670795081,"_2024"
"Total","37181","Vance","NC",23092,"B",1,1,1,1,0.417373982,0.29252555,"_2024"
"Total","37183","Wake","NC",551788,"R",1,1,1,1,0.952177285,0.696573684,"_2024"
"Total","37183","Wake","NC",551788,"B",1,1,1,1,0.719691258,0.629723734,"_2024"
